,x1,x2,x3,x4,x5,y
0,3.0,2.0,2.0,71.87353865111547,77.27994181308212,0.0
1,2.0,2.0,3.0,76.32969292828467,123.50976228245602,3.0
2,2.0,2.0,2.0,84.72681676261608,94.11303401429248,0.0
3,1.0,1.0,4.0,90.89495327283926,131.08012555974662,0.0
4,1.0,2.0,2.0,91.37755200701073,78.42142573456849,1.0
5,1.0,1.0,4.0,82.41865982894205,128.84729652602914,0.0
6,2.0,3.0,4.0,87.12446337316806,82.33929759891373,1.0
7,2.0,2.0,4.0,77.47210510282262,87.93405407615057,3.0
8,3.0,2.0,4.0,74.76872182842318,95.43960659642347,3.0
9,2.0,2.0,2.0,71.27516063057627,91.46307215887256,2.0
10,2.0,2.0,4.0,77.36568539365064,103.56745978184028,2.0
11,2.0,1.0,3.0,83.53408121329618,138.40505817461073,0.0
12,2.0,1.0,2.0,84.06237949655828,109.17959946152408,0.0
13,2.0,2.0,4.0,75.38925753263491,90.56708161819078,2.0
14,2.0,3.0,4.0,83.10456850756667,75.42079009398336,1.0
15,3.0,3.0,2.0,64.1232387488001,42.2606209160699,3.0
16,2.0,2.0,4.0,72.68539649035709,87.19022041791864,2.0
17,1.0,2.0,3.0,98.96834953212718,139.21281026766175,1.0
18,3.0,2.0,2.0,73.52232774400463,63.82041411896107,3.0
19,2.0,2.0,3.0,69.32256640028365,117.09665285747869,2.0
20,2.0,2.0,2.0,79.23261512493639,88.1030172552823,0.0
21,2.0,2.0,3.0,67.39393523176021,107.81750224936596,2.0
22,1.0,2.0,2.0,93.12164276315788,78.70992760992395,1.0
23,2.0,1.0,4.0,79.0192004648172,139.6969816055119,0.0
24,2.0,3.0,4.0,76.61639312772635,75.40007616281525,1.0
25,2.0,1.0,4.0,68.14299173146243,129.44363542275826,0.0
26,2.0,3.0,3.0,82.08120103884292,78.0329505604859,1.0
27,3.0,1.0,2.0,64.50256604055996,102.85455690770115,2.0
28,2.0,2.0,4.0,89.02343771201346,83.15270994115828,1.0
29,2.0,2.0,4.0,73.71608522619024,83.9063361439808,2.0
30,2.0,2.0,3.0,85.52984413872655,114.18061627579823,1.0
31,2.0,2.0,4.0,86.72646462920126,107.2375973732176,0.0
32,2.0,1.0,4.0,71.69126570581918,130.94371485215922,0.0
33,3.0,2.0,2.0,67.92059745221206,66.01825077934996,3.0
34,1.0,1.0,3.0,94.90324648128271,138.1214564210695,0.0
35,1.0,2.0,1.0,98.196763048807,79.6663594985143,1.0
36,2.0,2.0,1.0,84.61368417276744,71.98016646928103,0.0
37,2.0,2.0,2.0,84.64523863561,77.5728387210787,0.0
38,3.0,2.0,4.0,71.62626246723848,92.70363694471088,2.0
39,2.0,3.0,4.0,80.72109858184602,70.06319101176362,1.0
40,2.0,2.0,4.0,77.6791880852309,118.90556555175314,0.0
41,1.0,2.0,3.0,95.12700171465998,138.3341157898948,0.0
42,1.0,2.0,3.0,96.12852476426455,124.84841493324234,1.0
43,1.0,2.0,2.0,89.34910487687303,98.07354390593217,0.0
44,1.0,2.0,3.0,88.25407034859371,132.25242627354575,0.0
45,2.0,3.0,4.0,86.2877755470045,80.7433734555143,1.0
46,3.0,2.0,2.0,70.52762549248108,69.59655003298118,2.0
47,3.0,2.0,3.0,71.43135498757742,115.19133906692102,3.0
48,3.0,2.0,3.0,64.36424501928113,100.82612167921091,2.0
49,1.0,2.0,1.0,96.67866190281778,72.99918397140662,1.0
50,3.0,2.0,4.0,66.13378571326757,78.06150769345321,3.0
51,2.0,2.0,4.0,81.13326758219497,91.11480457532124,1.0
52,2.0,2.0,3.0,77.22413344272681,119.06588082004927,3.0
53,2.0,2.0,3.0,70.40779775621615,90.61354704554722,3.0
54,3.0,2.0,4.0,71.46403568077126,86.385419281855,3.0
55,2.0,2.0,4.0,74.13853034697,121.87190706616472,2.0
56,2.0,2.0,4.0,70.11805485712932,107.30940610991277,0.0
57,1.0,2.0,2.0,91.49150837609838,75.58863305412218,1.0
58,1.0,2.0,3.0,113.87210552936082,119.5474396643717,0.0
59,2.0,2.0,3.0,80.29508617273714,117.73116322124795,3.0
60,1.0,2.0,2.0,93.98012415895415,70.4799541979255,1.0
61,1.0,2.0,2.0,94.59335501562029,104.48904396418882,0.0
62,3.0,2.0,3.0,68.50283005493895,116.11583965738706,2.0
63,3.0,2.0,2.0,70.4531100194978,64.66263791517581,3.0
64,1.0,2.0,3.0,100.77302663430578,112.80852626081938,1.0
65,3.0,2.0,3.0,68.3449329713287,113.13539515242476,2.0
66,1.0,2.0,3.0,95.61414801545644,113.53268885333702,1.0
67,2.0,3.0,3.0,75.02427141208727,83.18241389946868,3.0
68,2.0,1.0,3.0,71.29699504094665,130.7558599437618,2.0
69,1.0,2.0,4.0,94.97134287933203,106.22117188896058,0.0
70,3.0,2.0,2.0,73.60014477935171,75.91495283466772,3.0
71,2.0,1.0,4.0,75.74318659683614,124.32083684653335,0.0
72,1.0,2.0,1.0,95.20675008214656,89.98376157512214,1.0
73,2.0,2.0,4.0,79.00915563878301,98.41607813671854,0.0
74,2.0,2.0,2.0,73.8982898080728,80.50173440088788,0.0
75,3.0,3.0,4.0,72.50050287160715,68.38563259693909,3.0
76,3.0,2.0,3.0,68.20606829919141,119.98608409349094,2.0
77,2.0,2.0,2.0,79.39928344704211,57.13203052422578,3.0
78,3.0,2.0,4.0,69.8052254976857,74.98104825201868,3.0
79,1.0,2.0,3.0,85.42528675048437,125.28282112467932,0.0
80,2.0,3.0,4.0,88.82820779909926,77.88589061464054,1.0
81,2.0,2.0,3.0,83.89111321189922,110.69640311708142,1.0
82,2.0,2.0,4.0,72.2552522613869,112.76257697948446,1.0
83,3.0,2.0,2.0,66.91943412696592,68.0875936176365,3.0
84,2.0,3.0,4.0,92.12770459232523,82.08641061776396,1.0
85,1.0,2.0,4.0,93.26610963872186,108.719961644602,0.0
86,1.0,2.0,3.0,89.7520933599994,124.39792309486555,0.0
87,2.0,2.0,2.0,69.82531812570267,100.71326819743878,2.0
88,3.0,2.0,4.0,70.88959238551004,100.13825189790613,2.0
89,2.0,2.0,4.0,77.97018747638175,93.51916773229605,3.0
90,1.0,2.0,3.0,94.78870925930903,120.40987107661314,1.0
91,3.0,3.0,2.0,58.39983818959705,47.560256634148395,3.0
92,2.0,2.0,2.0,91.89505859444145,78.32962117150882,1.0
93,2.0,2.0,3.0,70.66658514073835,116.13435988883779,2.0
94,2.0,3.0,4.0,87.23028932273918,74.98762750441448,1.0
95,1.0,2.0,3.0,89.66672993495776,124.11537319846613,1.0
96,3.0,2.0,3.0,66.24311662760921,114.03099130272201,2.0
97,3.0,2.0,3.0,68.09658391317681,121.7419294030511,2.0
98,1.0,2.0,1.0,97.3788084496368,84.82477891470994,1.0
99,3.0,2.0,4.0,70.82519614895988,81.1565004845546,3.0
100,1.0,2.0,2.0,90.3272049308913,80.30487275455131,1.0
101,1.0,2.0,3.0,109.12394170389459,133.13751702218948,0.0
102,3.0,2.0,3.0,66.06410231342828,112.61576150042231,2.0
103,2.0,3.0,4.0,86.71373206824755,77.56047862472771,1.0
104,3.0,2.0,2.0,69.8182497656057,81.32004807262128,2.0
105,3.0,2.0,3.0,67.69696643315315,109.74034262528372,3.0
106,2.0,2.0,2.0,89.46935159655119,79.87896673068097,1.0
107,2.0,2.0,4.0,80.38798599314897,99.89942541562091,0.0
108,1.0,2.0,3.0,92.26253582819699,115.04001721525307,0.0
109,3.0,2.0,3.0,64.10289186976694,113.75686350751639,2.0
110,2.0,2.0,4.0,89.67242084368003,80.53077346883,1.0
111,3.0,2.0,3.0,67.98321963647668,122.06720327734031,2.0
112,2.0,1.0,4.0,66.45236583003911,117.68924199105274,0.0
113,2.0,2.0,1.0,78.6589437107872,88.20908678388722,0.0
114,2.0,1.0,4.0,70.75310602046805,141.82429064806405,0.0
115,3.0,3.0,2.0,68.34364271523859,55.48869182029297,3.0
116,1.0,2.0,3.0,90.9843056248475,121.60552091944672,0.0
117,1.0,2.0,3.0,102.00415882762692,136.46147395513862,1.0
118,3.0,1.0,1.0,60.8281073852241,91.14963188675442,2.0
